customer_name,total_sales,cum_share,tier
Carly Yuan,195,0.9804913903769826,C
Jade Ward,195,0.9804986208829546,C
Kellie Vazquez,195,0.9805058513889264,C
Craig Ramos,194,0.9805130448153805,C
Tyler Garcia,194,0.9805202382418347,C
Curtis Liu,194,0.9805274316682887,C
Robert Foster,194,0.9805346250947428,C
Fernando Thomas,194,0.9805418185211969,C
April Andersen,194,0.980549011947651,C
Sara Sanders,194,0.980556205374105,C
Miguel Perry,194,0.9805633988005592,C
Kari Ruiz,193,0.9805705551474955,C
Natalie Long,193,0.9805777114944317,C
Neil Blanco,193,0.980584867841368,C
John Lee,193,0.9805920241883044,C
Marcus Jones,193,0.9805991805352406,C
Luke Coleman,193,0.9806063368821769,C
Noah Thompson,193,0.9806134932291132,C
Dalton Perry,193,0.9806206495760494,C
Elijah Kumar,192,0.9806277688434679,C
Russell Shen,192,0.9806348881108864,C
Kyle Zhang,192,0.980642007378305,C
Amy Ye,192,0.9806491266457235,C
Catherine Torres,192,0.9806562459131419,C
Lucas Rodriguez,192,0.9806633651805604,C
Caleb Griffin,192,0.9806704844479789,C
Susan Ye,192,0.9806776037153974,C
Pedro Vance,192,0.9806847229828158,C
Erika Dominguez,191,0.9806918051707165,C
Kari Lopez,191,0.9806988873586172,C
Abigail Garcia,191,0.9807059695465179,C
Kaitlyn Harris,191,0.9807130517344186,C
Jodi Becker,191,0.9807201339223193,C
Brad Oliver,191,0.98072721611022,C
Aaron Perez,191,0.9807342982981205,C
Willie Chander,191,0.9807413804860212,C
Kaitlin Schmidt,191,0.9807484626739219,C
Claudia Lin,191,0.9807555448618226,C
Alexis Hayes,190,0.9807625899702055,C
Robert Washington,190,0.9807696350785884,C
Jonathan Patterson,190,0.9807766801869713,C
Eduardo Hall,190,0.9807837252953541,C
Jacqueline Morgan,190,0.980790770403737,C
Randy Chen,190,0.9807978155121199,C
Adrian Sanchez,190,0.9808048606205028,C
Austin Smith,190,0.9808119057288857,C
Jocelyn Gonzales,190,0.9808189508372684,C
Ronald Lopez,190,0.9808259959456513,C
Nicole Hall,189,0.9808330039745164,C
Colin Liang,189,0.9808400120033816,C
Juan Rubio,189,0.9808470200322466,C
Eduardo Hughes,189,0.9808540280611117,C
Dominic Madan,188,0.9808609990104589,C
Stacy Gill,188,0.9808679699598062,C
Christine Beck,188,0.9808749409091534,C
Francisco Prasad,188,0.9808819118585007,C
Bianca Zimmerman,188,0.9808888828078479,C
Terrence Raji,188,0.9808958537571952,C
Christina Howard,188,0.9809028247065426,C
Taylor Russell,188,0.9809097956558898,C
Devin Diaz,188,0.9809167666052371,C
Isabelle Flores,188,0.9809237375545843,C
Victoria Miller,188,0.9809307085039316,C
Danny Blanco,188,0.9809376794532788,C
Jenny Zhu,187,0.9809446133231083,C
Terrance Malhotra,187,0.9809515471929378,C
Janelle Perez,186,0.9809584439832494,C
Brian Morgan,186,0.980965340773561,C
Kyle Adams,186,0.9809722375638728,C
Krystal Chen,186,0.9809791343541844,C
Mandy Ma,186,0.980986031144496,C
Cara Zhang,186,0.9809929279348076,C
Neil Diaz,186,0.9809998247251194,C
Rachel Lee,186,0.981006721515431,C
Krystal Zheng,186,0.9810136183057426,C
Marissa Price,185,0.9810204780165365,C
Matthew Thomas,185,0.9810273377273303,C
Mackenzie Morgan,185,0.9810341974381243,C
Jose Nelson,185,0.9810410571489181,C
Corey Deng,184,0.9810478797801941,C
Tiffany Zhou,184,0.9810547024114702,C
Alejandro Zhang,184,0.9810615250427462,C
Bobby Subram,184,0.9810683476740223,C
Roger Zeng,184,0.9810751703052983,C
Cedric Xu,184,0.9810819929365744,C
Casey Torres,184,0.9810888155678504,C
Noah Gonzalez,184,0.9810956381991264,C
Carolyn Martin,183,0.9811024237508846,C
Melanie Russell,183,0.9811092093026429,C
Ariana Sanders,182,0.9811159577748834,C
Bonnie Lal,182,0.9811227062471238,C
Katrina Shan,182,0.9811294547193642,C
James Phillips,181,0.9811361661120869,C
Alyssa Henderson,181,0.9811428775048094,C
Emma Flores,181,0.9811495888975321,C
Blake Turner,181,0.9811563002902548,C
Lauren Cox,181,0.9811630116829774,C
Christina Ward,181,0.9811697230757,C
Emily Gonzales,181,0.9811764344684226,C
Kevin Butler,181,0.9811831458611453,C
Amanda Foster,181,0.9811898572538679,C
Richard Rodriguez,180,0.9811965315670728,C
Xavier Sanders,180,0.9812032058802775,C
Logan Collins,180,0.9812098801934824,C
Calvin Goel,180,0.9812165545066872,C
Bryan Townsend,180,0.9812232288198921,C
Noah Davis,179,0.9812298660535791,C
Alexis Rodriguez,179,0.9812365032872661,C
Megan Cox,179,0.9812431405209532,C
Todd Li,179,0.9812497777546402,C
Sydney Peterson,179,0.9812564149883272,C
Jermaine Sai,178,0.9812630151424964,C
Nuan Zheng,178,0.9812696152966657,C
Olivia Sanchez,178,0.9812762154508349,C
Isaac Mitchell,178,0.9812828156050041,C
Brittney Zeng,178,0.9812894157591733,C
Jacqueline Simmons,178,0.9812960159133425,C
Savannah Perez,177,0.9813025789879939,C
Jonathan Collins,177,0.9813091420626453,C
Xavier Torres,177,0.9813157051372967,C
Katherine Powell,177,0.9813222682119481,C
Stephanie Sanchez,177,0.9813288312865995,C
Natalie Howard,176,0.9813353572817332,C
Brenda Madan,176,0.9813418832768668,C
Carolyn Suri,175,0.9813483721924826,C
Lucas Peterson,175,0.9813548611080984,C
Hunter Campbell,175,0.9813613500237142,C
Kayla Washington,175,0.98136783893933,C
Dwayne Gomez,174,0.981374290775428,C
Eddie Sanz,174,0.981380742611526,C
Bridget Shen,174,0.981387194447624,C
Ashley Simmons,174,0.981393646283722,C
Erick Sanchez,174,0.98140009811982,C
Joy Serrano,174,0.981406549955918,C
Nicole Sandberg,174,0.9814130017920161,C
Samantha Simmons,173,0.9814194165485962,C
Jake Gao,173,0.9814258313051764,C
Devin Flores,173,0.9814322460617566,C
Alex Peterson,173,0.9814386608183367,C
Devin Gray,173,0.981445075574917,C
Todd Zheng,173,0.9814514903314971,C
Robyn Ramos,172,0.9814578680085596,C
Angela Russell,171,0.9814642086061042,C
Devin Ward,171,0.9814705492036487,C
Daisy Rubio,171,0.9814768898011933,C
Wendy Blanco,171,0.981483230398738,C
Lauren Thompson,171,0.9814895709962825,C
Blake Parker,171,0.9814959115938271,C
Ramon Zhao,171,0.9815022521913717,C
Emma Williams,171,0.9815085927889163,C
Xavier Ross,171,0.9815149333864609,C
Matthew Martinez,170,0.9815212369044877,C
Haley Scott,170,0.9815275404225144,C
Shawn Deng,169,0.9815338068610234,C
Cassie Rai,169,0.9815400732995324,C
Barbara Zhang,169,0.9815463397380414,C
Isaiah Baker,169,0.9815526061765504,C
Brianna Jackson,168,0.9815588355355415,C
Mindy She,168,0.9815650648945327,C
Tanya Rubio,168,0.9815712942535239,C
Cynthia Gonzalez,168,0.981577523612515,C
Morgan Lewis,168,0.9815837529715062,C
Trisha He,168,0.9815899823304974,C
Pedro Torres,168,0.9815962116894885,C
Shannon Zheng,168,0.9816024410484797,C
Willie Zhang,167,0.9816086333279531,C
Melody Ruiz,167,0.9816148256074264,C
Zachary Lewis,167,0.9816210178868998,C
Abigail Miller,166,0.9816271730868554,C
Jeremy Bennett,166,0.9816333282868109,C
Sebastian Sanchez,166,0.9816394834867666,C
Clayton Pal,166,0.981645638686722,C
Jacqueline Brooks,166,0.9816517938866777,C
Gabrielle Collins,166,0.9816579490866332,C
Jessie Travers,166,0.9816641042865888,C
Caleb Lal,166,0.9816702594865443,C
Jesse Carter,166,0.9816764146864999,C
Omar Zhou,166,0.9816825698864555,C
Amanda Rivera,166,0.981688725086411,C
Allison Stewart,166,0.9816948802863666,C
Aimee Wu,166,0.9817010354863221,C
Arthur Sanz,166,0.9817071906862778,C
Bridget Anand,166,0.9817133458862333,C
Darren Jim├®nez,166,0.9817195010861889,C
Albert Romero,166,0.9817256562861444,C
Caleb Evans,166,0.9817318114861,C
Evan Richardson,166,0.9817379666860555,C
Isabel Bradley,165,0.9817440848064933,C
Heidi Sai,165,0.981750202926931,C
Shawna Goel,165,0.9817563210473689,C
Jeremiah Russell,165,0.9817624391678066,C
Seth Griffin,165,0.9817685572882443,C
Dylan Simmons,165,0.9817746754086821,C
Ruben Sara,165,0.9817807935291198,C
Lauren Taylor,164,0.9817868745700398,C
Samuel Ross,164,0.9817929556109598,C
Cynthia Prasad,164,0.9817990366518797,C
Shannon Gutierrez,164,0.9818051176927997,C
Chloe Smith,164,0.9818111987337196,C
Jose Jai,164,0.9818172797746396,C
Troy Mehta,164,0.9818233608155595,C
Bridget Deng,164,0.9818294418564795,C
Ricardo Shen,164,0.9818355228973995,C
Marvin Munoz,164,0.9818416039383194,C
Toni Martinez,163,0.9818476478997216,C
Donald Martinez,163,0.9818536918611237,C
Desiree Jimenez,163,0.9818597358225258,C
Clarence Chande,163,0.981865779783928,C
Tonya Luo,163,0.9818718237453301,C
Kristen Zhou,163,0.9818778677067324,C
Emily Flores,163,0.9818839116681345,C
Kristine Ramos,163,0.9818899556295366,C
Darren Ramos,163,0.9818959995909388,C
Tabitha Smith,163,0.9819020435523409,C
Katie Xu,163,0.981908087513743,C
Neil Rubio,163,0.9819141314751452,C
Adriana Sara,162,0.9819201383570295,C
Rachael Suri,162,0.9819261452389139,C
Cody James,162,0.9819321521207982,C
Luke Foster,162,0.9819381590026826,C
Nicole Jones,162,0.9819441658845669,C
Charles Miller,162,0.9819501727664512,C
Damien Rai,162,0.9819561796483356,C
James Gonzales,162,0.9819621865302199,C
Alfredo Romero,162,0.9819681934121043,C
Jared Rogers,162,0.9819742002939886,C
Keith Raje,162,0.981980207175873,C
Samuel Foster,161,0.9819861769782395,C
Jasmine Long,161,0.9819921467806061,C
Erick Suri,161,0.9819981165829726,C
Roberto Alonso,161,0.9820040863853392,C
Alvin Xie,161,0.9820100561877058,C
Seth Thomas,161,0.9820160259900722,C
Victoria Torres,161,0.9820219957924388,C
Jennifer Bennett,161,0.9820279655948053,C
Kelvin Xu,161,0.9820339353971719,C
Mariah Richardson,160,0.9820398681200206,C
Trinity Townsend,160,0.9820458008428693,C
Kevin Alexander,160,0.9820517335657181,C
Cameron Yang,160,0.9820576662885668,C
Carol Patterson,160,0.9820635990114156,C
Anthony Lee,160,0.9820695317342643,C
Philip Ruiz,160,0.982075464457113,C
Jocelyn Hayes,160,0.9820813971799618,C
Raquel Alvarez,160,0.9820873299028106,C
Dylan Lal,160,0.9820932626256592,C
Alexis Miller,160,0.982099195348508,C
Andrew Moore,160,0.9821051280713567,C
Caleb Campbell,160,0.9821110607942054,C
Eduardo Adams,159,0.9821169564375364,C
Cristina Shan,159,0.9821228520808674,C
Eduardo Miller,159,0.9821287477241982,C
K. Saravan,159,0.9821346433675292,C
Victoria Brooks,159,0.9821405390108601,C
Lucas Powell,159,0.982146434654191,C
Morgan Parker,159,0.982152330297522,C
Bruce Chandra,159,0.9821582259408529,C
Devin Price,158,0.9821640845046661,C
Ernest Zeng,158,0.9821699430684792,C
Wayne Rai,158,0.9821758016322922,C
Ian Barnes,158,0.9821816601961054,C
Autumn Zhu,158,0.9821875187599185,C
Edwin West,157,0.9821933402442139,C
Gabriel Alexander,157,0.9821991617285092,C
Ronald Subram,157,0.9822049832128045,C
Carol Howard,157,0.9822108046970999,C
Eduardo Davis,157,0.9822166261813952,C
Aidan Simmons,157,0.9822224476656904,C
Wyatt Smith,157,0.9822282691499858,C
Ethan Lal,157,0.9822340906342811,C
Evan Cox,157,0.9822399121185764,C
Haley Parker,157,0.9822457336028718,C
Austin Wang,157,0.9822515550871671,C
Cesar Lopez,157,0.9822573765714624,C
Isabelle Ross,156,0.9822631609762399,C
Natasha Sanz,156,0.9822689453810175,C
Clinton Munoz,156,0.982274729785795,C
Julia Brown,156,0.9822805141905725,C
Victor Dominguez,156,0.98228629859535,C
Larry Rubio,156,0.9822920830001275,C
Andre Rana,156,0.982297867404905,C
Kaylee Stewart,156,0.9823036518096826,C
Ann Fernandez,156,0.9823094362144601,C
Brittany Barnes,156,0.9823152206192376,C
Randy Lin,156,0.9823210050240151,C
Colleen Zheng,156,0.9823267894287926,C
Elizabeth Jackson,156,0.9823325738335701,C
Miguel Simmons,156,0.9823383582383477,C
Jonathon Alvarez,156,0.9823441426431252,C
Jennifer Brooks,156,0.9823499270479027,C
Luke Powell,155,0.9823556743731624,C
Kaitlyn Barnes,155,0.9823614216984221,C
Savannah Hill,155,0.9823671690236818,C
David Flores,155,0.9823729163489415,C
Emma Rogers,155,0.9823786636742012,C
Jeffery Sun,155,0.9823844109994609,C
Jennifer Griffin,155,0.9823901583247207,C
Rebecca Parker,155,0.9823959056499804,C
Sandra Liang,155,0.9824016529752401,C
Nicole White,155,0.9824074003004998,C
Kaylee Turner,155,0.9824131476257595,C
Samuel Coleman,154,0.9824188578715014,C
Cameron Brown,154,0.9824245681172433,C
Keith Anand,153,0.9824302412834675,C
Gabriella Turner,153,0.9824359144496916,C
Luis Gonzales,153,0.9824415876159157,C
Brittney Lin,153,0.9824472607821397,C
Ryan Brown,153,0.9824529339483639,C
Isabel Ross,153,0.982458607114588,C
Logan Harris,153,0.9824642802808121,C
Lucas Baker,153,0.9824699534470361,C
Sean Morgan,153,0.9824756266132603,C
Eduardo Lee,153,0.9824812997794844,C
Christina Sanchez,153,0.9824869729457085,C
Thomas Lal,153,0.9824926461119327,C
Aidan Hayes,153,0.9824983192781567,C
Kayla Hughes,153,0.9825039924443808,C
Julian Hughes,153,0.9825096656106049,C
Cristina Tang,153,0.9825153387768291,C
Hailey Price,153,0.9825210119430531,C
Jackson Sharma,152,0.9825266480297594,C
Olivia Cook,152,0.9825322841164658,C
Kaylee Reed,152,0.982537920203172,C
Kaylee Peterson,152,0.9825435562898783,C
Jenny Pal,152,0.9825491923765847,C
Jack Chen,151,0.9825547913837731,C
Austin Johnson,151,0.9825603903909617,C
Jaclyn Yang,151,0.9825659893981501,C
Billy Carlson,151,0.9825715884053386,C
Isaiah Lopez,151,0.9825771874125271,C
Barbara Jai,151,0.9825827864197156,C
Ashley Taylor,151,0.9825883854269041,C
Elijah Coleman,151,0.9825939844340926,C
Christian Kumar,151,0.9825995834412811,C
Evelyn Srini,151,0.9826051824484696,C
Anthony Brown,151,0.9826107814556581,C
Edward Foster,151,0.9826163804628466,C
Omar Jai,151,0.982621979470035,C
Arianna Russell,150,0.9826275413977057,C
Tracy Yuan,150,0.9826331033253765,C
Daisy Gutierrez,150,0.9826386652530471,C
Nancy Kapoor,150,0.9826442271807179,C
Alexander Lee,150,0.9826497891083885,C
Philip Alvarez,150,0.9826553510360592,C
Arturo Tang,150,0.9826609129637299,C
William Lee,150,0.9826664748914006,C
Sean Cox,150,0.9826720368190712,C
Arturo Liu,150,0.982677598746742,C
Kathleen Martin,150,0.9826831606744126,C
Richard Mitchell,149,0.9826886855225655,C
Corey Beck,149,0.9826942103707185,C
Nicholas Anderson,149,0.9826997352188713,C
Kathryn Andersen,149,0.9827052600670242,C
Micheal Alonso,149,0.982710784915177,C
Brooke Ramirez,149,0.98271630976333,C
Andrea Morgan,149,0.9827218346114829,C
Clinton Carlson,149,0.9827273594596357,C
Paige Cooper,149,0.9827328843077886,C
Ram├│n Cai,149,0.9827384091559415,C
Franklin Zhao,149,0.9827439340040944,C
Sara Brooks,148,0.9827494217727295,C
Margaret Liang,148,0.9827549095413646,C
Leah Ma,148,0.9827603973099996,C
Aidan Alexander,148,0.9827658850786347,C
Taylor Smith,148,0.9827713728472698,C
Jordan Patterson,148,0.9827768606159049,C
Brianna Davis,148,0.9827823483845399,C
Bailey Sanchez,148,0.982787836153175,C
Omar Yang,148,0.9827933239218101,C
Jocelyn Flores,148,0.9827988116904453,C
Louis Rai,148,0.9828042994590803,C
Drew Shen,148,0.9828097872277154,C
Roger Kumar,148,0.9828152749963505,C
Diane Dominguez,148,0.9828207627649855,C
Antonio Ross,148,0.9828262505336206,C
Sheena Black,147,0.9828317012227379,C
Joan Vazquez,147,0.9828371519118552,C
Marcus Foster,147,0.9828426026009724,C
Henry Madan,147,0.9828480532900897,C
Marcus Taylor,147,0.982853503979207,C
Daniel Anderson,147,0.9828589546683243,C
Angela Howard,147,0.9828644053574416,C
Timothy Gonzalez,147,0.9828698560465589,C
J├®sus Carlson,147,0.9828753067356761,C
Karl Pal,147,0.9828807574247934,C
Ruth Vance,147,0.9828862081139107,C
Ana Wood,147,0.982891658803028,C
Benjamin Lal,147,0.9828971094921453,C
Taylor Alexander,147,0.9829025601812624,C
Harold Sanchez,147,0.9829080108703797,C
Jacquelyn Rowe,147,0.982913461559497,C
Dalton Richardson,146,0.9829188751690965,C
Richard James,146,0.982924288778696,C
Isabelle Bennett,146,0.9829297023882955,C
Hannah Powell,146,0.982935115997895,C
Marcus Bailey,146,0.9829405296074943,C
Lawrence Ortega,146,0.9829459432170938,C
Jeremiah Johnson,146,0.9829513568266933,C
Abigail White,146,0.9829567704362928,C
Isabelle Hughes,146,0.9829621840458923,C
Nathan Johnson,145,0.9829675605759739,C
Alan Zhou,145,0.9829729371060556,C
Devin Brooks,145,0.9829783136361373,C
Cynthia Mehta,145,0.982983690166219,C
Samantha Long,144,0.9829890296167828,C
Isabella Cook,144,0.9829943690673467,C
Roy Alvarez,144,0.9829997085179105,C
Ajay Solanki,144,0.9830050479684744,C
Allen Mehta,144,0.9830103874190382,C
Isaiah Phillips,144,0.9830157268696021,C
Trevor Henderson,144,0.983021066320166,C
Ruben Madan,144,0.9830264057707299,C
Rachel Cook,144,0.9830317452212937,C
Adrian Watson,144,0.9830370846718576,C
Pedro Patel,144,0.9830424241224215,C
Richard Blue,144,0.9830477635729853,C
Ethan Lewis,144,0.9830531030235492,C
Johnny She,144,0.983058442474113,C
Heather Li,144,0.9830637819246769,C
Isabella Morgan,144,0.9830691213752407,C
Trevor Harrison,144,0.9830744608258046,C
Trevor Gonzales,144,0.9830798002763684,C
Alexander Brown,144,0.9830851397269323,C
Tammy Madan,144,0.9830904791774963,C
Cedric Zhu,144,0.9830958186280601,C
Thomas Walker,144,0.983101158078624,C
Haley Kelly,144,0.9831064975291878,C
Leonard Raji,144,0.9831118369797517,C
Chloe Robinson,144,0.9831171764303155,C
Destiny Simmons,144,0.9831225158808794,C
Cassie Raji,144,0.9831278553314432,C
Gregory Jai,143,0.9831331577024893,C
Ross Torres,143,0.9831384600735353,C
Kate Kumar,143,0.9831437624445815,C
Patrick Sanchez,143,0.9831490648156275,C
Julie Xie,143,0.9831543671866735,C
Alexis Williams,143,0.9831596695577196,C
Mayra Malhotra,143,0.9831649719287656,C
Jonathan Hall,143,0.9831702742998117,C
Gavin Russell,143,0.9831755766708578,C
Ethan Taylor,143,0.9831808790419039,C
Blake Thompson,142,0.9831861443334321,C
William Lewis,142,0.9831914096249603,C
Molly Malhotra,142,0.9831966749164885,C
Roberto Romero,142,0.9832019402080169,C
Marc Carlson,142,0.9832072054995451,C
Evelyn Rana,142,0.9832124707910733,C
Jill Ruiz,142,0.9832177360826015,C
Nicole Price,142,0.9832230013741299,C
Desiree Bradley,142,0.9832282666656581,C
Ryan Diaz,142,0.9832335319571863,C
Laura Guo,142,0.9832387972487147,C
Julia Bryant,142,0.9832440625402429,C
Savannah Parker,142,0.9832493278317711,C
Adam Adams,142,0.9832545931232993,C
Brandon Perry,142,0.9832598584148277,C
Elizabeth Simmons,142,0.9832651237063559,C
Rachel Jones,142,0.9832703889978841,C
Lucas King,142,0.9832756542894124,C
Gerald Suri,142,0.9832809195809407,C
Holly Suri,142,0.9832861848724689,C
Jill Rubio,141,0.9832914130844793,C
Kathryn Sharma,141,0.9832966412964897,C
Melinda Hernandez,141,0.9833018695085003,C
Mariah Long,141,0.9833070977205107,C
Samantha Coleman,141,0.9833123259325212,C
Bryce Brooks,140,0.9833175170650138,C
Lori Hernandez,140,0.9833227081975064,C
Priscilla Lal,139,0.9833278622504813,C
Elizabeth Davis,139,0.9833330163034562,C
Veronica Patel,139,0.9833381703564309,C
Martha Zhou,139,0.9833433244094058,C
Roy Fernandez,139,0.9833484784623806,C
Terrance Lopez,139,0.9833536325153555,C
April Anand,138,0.9833587494888125,C
Alejandro Hu,138,0.9833638664622696,C
Renee Sanz,138,0.9833689834357265,C
Seth Rogers,138,0.9833741004091836,C
Erik Alvarez,138,0.9833792173826407,C
Nicholas Rodriguez,138,0.9833843343560976,C
Jimmy Blanco,138,0.9833894513295547,C
Terrence Goel,138,0.9833945683030118,C
Robert Lal,138,0.9833996852764688,C
Gail Alexander,138,0.9834048022499258,C
Felicia Dominguez,138,0.9834099192233828,C
Angel Stewart,138,0.9834150361968399,C
Lauren Bryant,138,0.983420153170297,C
Clarence He,138,0.9834252701437539,C
Abigail Jones,138,0.983430387117211,C
Xavier Richardson,138,0.983435504090668,C
Karl Nara,138,0.9834406210641251,C
Ronald Raman,138,0.9834457380375821,C
Caroline Henderson,138,0.9834508550110391,C
Eduardo Butler,138,0.9834559719844962,C
Roger Xu,138,0.9834610889579531,C
Sydney Bennett,138,0.9834662059314102,C
Tammy Randall,137,0.9834712858253495,C
Shawna Raji,137,0.9834763657192886,C
Elizabeth Coleman,136,0.9834814085337101,C
Carrie Ruiz,136,0.9834864513481315,C
Omar Chen,136,0.983491494162553,C
Jose Wright,136,0.9834965369769744,C
Andy Dominguez,136,0.9835015797913959,C
Carson Foster,136,0.9835066226058172,C
Megan Sanders,136,0.9835116654202387,C
Frank Ramos,135,0.9835166711551423,C
Cameron Wilson,135,0.9835216768900459,C
Pamela Mehta,135,0.9835266826249496,C
Brianna Garcia,135,0.9835316883598532,C
Haley Brooks,135,0.9835366940947567,C
Alvin Nath,135,0.9835416998296604,C
Karla Shen,135,0.983546705564564,C
Jose Flores,135,0.9835517112994676,C
Makayla Sanders,135,0.9835567170343713,C
Arianna Morgan,135,0.9835617227692749,C
Miguel Jenkins,135,0.9835667285041785,C
Justin Rodriguez,135,0.9835717342390822,C
Jordan Yang,134,0.983576702894468,C
Carlos Gray,134,0.9835816715498538,C
Julia Henderson,134,0.9835866402052396,C
Sebastian Ward,134,0.9835916088606254,C
Seth Hernandez,134,0.9835965775160113,C
Adriana Malhotra,134,0.9836015461713971,C
Haley Turner,134,0.9836065148267829,C
Stephanie James,134,0.9836114834821686,C
Chloe Harris,134,0.9836164521375544,C
Jason Roberts,134,0.9836214207929403,C
Molly Martinez,134,0.9836263894483261,C
Amanda Adams,134,0.9836313581037119,C
Nicole Gray,134,0.9836363267590977,C
Cindy Suri,134,0.9836412954144835,C
Emma Torres,134,0.9836462640698693,C
Maria Reed,134,0.9836512327252552,C
Rachael Perez,134,0.983656201380641,C
Michele Pal,134,0.9836611700360268,C
Thomas Rodriguez,134,0.9836661386914126,C
Aaron Bryant,134,0.9836711073467984,C
Bryan Reed,134,0.9836760760021843,C
Kari Hernandez,134,0.9836810446575701,C
Jeremy Cox,134,0.9836860133129559,C
Carlos Rogers,134,0.9836909819683417,C
Kayla Coleman,134,0.9836959506237275,C
Jill Sandoval,134,0.9837009192791134,C
Casey Dominguez,134,0.9837058879344992,C
Olivia Cox,134,0.983710856589885,C
Danielle Howard,134,0.9837158252452708,C
Angela Kelly,134,0.9837207939006566,C
Ashley Wood,134,0.9837257625560425,C
Tracy Simpson,134,0.9837307312114283,C
Jay Rodriguez,134,0.9837356998668141,C
Evan Torres,134,0.9837406685221999,C
Kaylee Evans,134,0.9837456371775857,C
Jessica Lee,134,0.9837506058329716,C
Alisha Zeng,134,0.9837555744883574,C
Bryce Cooper,134,0.9837605431437432,C
Destiny Ramirez,134,0.983765511799129,C
Samuel Rodriguez,134,0.9837704804545148,C
Neil Jimenez,134,0.9837754491099007,C
Nathaniel Brooks,133,0.9837803806857687,C
Bethany Nath,133,0.9837853122616367,C
Alvin Nara,133,0.9837902438375047,C
Jorge Zhao,133,0.9837951754133727,C
Katherine Kelly,133,0.9838001069892407,C
Katherine Sanchez,133,0.9838050385651087,C
Aaron Gonzalez,133,0.9838099701409767,C
Sara Young,133,0.9838149017168447,C
Katherine Price,133,0.9838198332927127,C
Bryce James,133,0.9838247648685807,C
Brandon Butler,133,0.9838296964444487,C
Justin Flores,133,0.9838346280203167,C
Isaac Sandberg,133,0.9838395595961847,C
Molly Gonzalez,133,0.9838444911720527,C
Benjamin Johnson,133,0.9838494227479208,C
Patrick Bailey,133,0.9838543543237888,C
Jade James,133,0.9838592858996568,C
Gabriel Allen,133,0.9838642174755249,C
Micheal Ramos,133,0.9838691490513929,C
Bobby Van,133,0.9838740806272609,C
Jesse James,133,0.9838790122031289,C
Dale Nath,133,0.9838839437789969,C
Tara Jai,133,0.9838888753548649,C
Dylan Coleman,133,0.9838938069307329,C
Nichole Anand,133,0.9838987385066009,C
Gloria Martin,133,0.9839036700824689,C
Warren Chande,133,0.9839086016583369,C
Devin Ramirez,133,0.9839135332342049,C
Edward Thomas,133,0.983918464810073,C
Brandy Gonzalez,133,0.983923396385941,C
Xavier Clark,133,0.983928327961809,C
Deb Hughes,133,0.983933259537677,C
Alexia Bennett,133,0.983938191113545,C
Diane Munoz,132,0.9839430856098952,C
Connor Evans,132,0.9839479801062454,C
Susan Wu,132,0.9839528746025956,C
Julia Peterson,132,0.9839577690989458,C
Tristan Barnes,132,0.983962663595296,C
Amber Hall,132,0.9839675580916463,C
Jacqueline Bennett,132,0.9839724525879965,C
Albert Alonso,132,0.9839773470843467,C
Blake Hill,132,0.9839822415806969,C
Theodore Sanz,131,0.9839870989975292,C
Alexandra Cooper,131,0.9839919564143617,C
Crystal He,131,0.9839968138311941,C
Ebony Arun,131,0.9840016712480265,C
Sophia Campbell,131,0.9840065286648589,C
Candice Gao,131,0.9840113860816913,C
Cameron Rodriguez,131,0.9840162434985237,C
Dalton Long,131,0.9840211009153561,C
Taylor Walker,131,0.9840259583321885,C
Edward Martin,130,0.9840307786695031,C
Philip Moyer,130,0.9840355990068177,C
Charles King,130,0.9840404193441323,C
Jon Sun,130,0.9840452396814469,C
Whitney Lopez,130,0.9840500600187615,C
Abigail Martin,129,0.9840548432765582,C
Erin Reed,129,0.9840596265343551,C
Brett Van,129,0.9840644097921519,C
Suzanne Yang,129,0.9840691930499487,C
Richard Green,129,0.9840739763077455,C
Stacey Zeng,129,0.9840787595655422,C
Emma Ramirez,129,0.9840835428233391,C
Samuel Garcia,129,0.9840883260811358,C
Emily Johnson,129,0.9840931093389327,C
Gabrielle Adams,129,0.9840978925967294,C
Mallory Vazquez,129,0.9841026758545263,C
Chad Xie,129,0.984107459112323,C
Sydney Russell,129,0.9841122423701198,C
Cassie Sutton,129,0.9841170256279166,C
James Green,129,0.9841218088857134,C
Kristy Gill,129,0.9841265921435102,C
Jeremy Bailey,129,0.984131375401307,C
Isabella Stewart,129,0.9841361586591038,C
Kristi Subram,129,0.9841409419169006,C
Jackson Wang,129,0.9841457251746973,C
Nicole Lewis,129,0.9841505084324942,C
Angel Adams,129,0.9841552916902909,C
Isabella Thompson,129,0.9841600749480878,C
Victoria Griffin,129,0.9841648582058845,C
Kristy Hernandez,129,0.9841696414636814,C
Jessica Anderson,129,0.9841744247214781,C
Luis Gonzalez,129,0.9841792079792749,C
Carol Perry,129,0.9841839912370717,C
Toni Raman,129,0.9841887744948685,C
Cindy Murphy,129,0.9841935577526653,C
Anthony Lewis,129,0.9841983410104621,C
Kellie Rubio,129,0.9842031242682588,C
Trinity Brooks,129,0.9842079075260557,C
Jeremiah Hayes,129,0.9842126907838524,C
Paige Blue,129,0.9842174740416493,C
Cassandra Sanchez,129,0.984222257299446,C
Ricky Jimenez,129,0.9842270405572429,C
Drew Rai,129,0.9842318238150397,C
Nicole Cooper,129,0.9842366070728364,C
Jeremy Wilson,129,0.9842413903306333,C
Austin Rodriguez,129,0.98424617358843,C
Adam Nelson,129,0.9842509568462269,C
